order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2659733,138284,prior,5,4,7,8.0
2876783,696,prior,12,1,8,6.0
2417959,187356,prior,33,2,20,3.0
3367675,104996,prior,14,2,15,6.0
1524173,149949,prior,16,6,10,30.0
725840,96529,prior,2,1,15,3.0
3404322,142595,prior,28,1,13,5.0
523704,162023,prior,11,6,21,10.0
3213736,1473,prior,18,6,2,10.0
591490,93542,prior,24,1,11,30.0
235896,200788,prior,18,4,15,6.0
2355779,79704,prior,10,0,10,2.0
1290288,54975,prior,7,6,16,19.0
1050334,133812,prior,11,5,14,30.0
1655216,203886,prior,13,0,14,15.0
3138648,135267,prior,13,3,14,4.0
3074643,121234,prior,26,6,16,13.0
470142,195399,prior,2,4,18,12.0
1895506,73663,prior,9,5,14,12.0
1692978,148506,prior,4,2,15,30.0
2246291,129112,train,11,0,11,30.0
3309959,143978,train,29,5,19,6.0
3041736,205883,prior,8,4,15,5.0
2999148,71724,prior,4,2,16,4.0
776110,176473,prior,19,3,17,7.0
684635,95550,prior,36,6,12,1.0
2823569,137184,prior,36,6,10,6.0
63266,200321,prior,32,4,13,3.0
2564655,68275,prior,13,6,11,13.0
509656,157733,prior,8,1,16,16.0
1515122,64304,prior,3,2,9,14.0
198560,137668,test,4,4,19,13.0
443247,179639,train,17,1,20,30.0
1946763,14162,train,6,1,12,30.0
1285890,61671,prior,3,4,11,25.0
154020,103835,prior,47,5,19,9.0
2312873,109697,prior,9,4,12,3.0
3077087,79362,prior,4,5,14,6.0
722376,83548,prior,48,3,10,8.0
1129413,64589,prior,19,6,12,6.0
1054196,12259,prior,8,6,16,9.0
84826,5230,prior,7,3,20,30.0
3252857,48103,prior,3,1,10,6.0
1071656,75341,test,15,6,8,16.0
2034506,115594,prior,5,1,9,14.0
2092805,55979,prior,21,2,15,2.0
1627020,54984,prior,24,0,20,5.0
2494261,130078,prior,20,1,17,30.0
394847,6430,prior,5,0,15,20.0
1556907,193313,prior,2,3,10,30.0
880475,203694,prior,7,1,7,9.0
3126388,39092,prior,15,3,13,15.0
720304,203341,prior,50,1,19,3.0
659026,203349,prior,9,0,12,8.0
227512,182163,prior,3,1,13,16.0
2805105,147490,prior,13,2,14,8.0
683175,30923,prior,6,1,15,30.0
1088489,135638,prior,7,1,8,7.0
934997,79977,prior,6,1,13,30.0
280947,106202,prior,7,4,10,7.0
2961194,169848,train,7,3,12,3.0
746062,15638,prior,15,2,13,4.0
2728528,92828,prior,2,2,17,14.0
2920083,75329,prior,10,2,9,8.0
2773817,106523,prior,4,0,18,7.0
1521827,54919,prior,34,1,9,4.0
769572,44037,prior,3,3,12,22.0
2251607,53754,prior,14,1,2,1.0
2482871,114854,prior,21,3,14,16.0
2993458,58811,train,42,3,10,9.0
1256187,163843,prior,50,5,14,7.0
2099694,64125,prior,13,3,10,21.0
2484111,119225,prior,12,3,13,21.0
1272987,128735,prior,14,1,12,16.0
107711,87841,prior,8,6,12,4.0
1100901,48325,prior,17,6,9,5.0
288194,43265,prior,31,5,8,3.0
2676153,45685,prior,18,1,16,7.0
2568043,160426,prior,53,3,9,6.0
2331415,104904,prior,3,6,19,15.0
328899,178864,prior,5,5,21,3.0
1835873,142417,prior,8,1,16,1.0
1667558,117710,prior,43,1,6,8.0
1192510,9203,prior,12,1,15,14.0
1784000,38085,prior,11,3,12,7.0
983583,33040,prior,19,1,10,7.0
379341,87530,prior,11,6,11,4.0
2336715,46072,prior,43,3,17,3.0
2114102,167951,prior,13,4,13,3.0
1710649,4840,prior,2,6,11,8.0
206747,156671,prior,6,2,8,30.0
2798178,160681,prior,29,0,16,7.0
2687541,183348,prior,3,4,17,29.0
1112414,17964,prior,17,2,16,2.0
2991659,120415,prior,8,5,15,10.0
2537784,187340,prior,33,2,18,7.0
1445569,25099,prior,16,1,13,7.0
192794,114963,prior,18,6,14,5.0
126267,53167,prior,4,3,11,10.0
1787831,149219,prior,4,5,12,5.0
2855222,38541,prior,15,0,15,3.0
237512,94267,prior,6,2,20,5.0
2728571,46435,prior,2,6,16,6.0
66269,113195,prior,3,1,12,30.0
1873008,146749,prior,13,4,8,11.0
624858,73213,test,36,0,13,28.0
116933,76519,prior,7,2,9,21.0
42563,22126,prior,15,2,23,5.0
398589,100549,prior,50,2,13,1.0
2474956,171175,prior,26,5,5,10.0
2797892,138483,prior,1,2,22,
2811640,71778,prior,35,4,13,3.0
3315866,183899,prior,3,2,13,28.0
1124957,81936,prior,12,1,2,6.0
2625155,79279,prior,20,5,21,5.0
2485554,121657,prior,8,2,9,9.0
1093014,127858,prior,37,2,8,5.0
2453610,4764,prior,91,5,11,1.0
245359,134383,prior,14,5,9,15.0
2468902,105349,prior,2,1,22,9.0
2249324,35492,prior,1,2,18,
3162717,148810,train,15,6,12,30.0
669833,61239,prior,7,5,19,26.0
1082576,65371,prior,8,5,12,15.0
1473441,38397,prior,14,1,11,26.0
2654878,45711,prior,7,6,12,3.0
1705072,132740,prior,5,5,20,15.0
1897745,162224,prior,91,5,7,3.0
2472890,143521,prior,1,2,4,
91344,136203,prior,12,3,20,10.0
1561320,3536,prior,16,0,14,7.0
967334,158618,prior,24,2,18,6.0
3127816,182853,prior,3,2,14,6.0
1565536,108976,prior,2,4,16,26.0
1751019,71670,prior,7,3,10,2.0
1795794,23391,prior,19,4,11,7.0
175140,189958,prior,1,6,12,
1452971,23900,prior,5,5,12,25.0
2991409,18603,prior,19,5,11,4.0
1317316,118044,prior,2,4,17,9.0
1154338,130931,prior,2,0,11,7.0
700820,135429,prior,32,2,12,23.0
389115,53488,prior,81,1,16,7.0
768767,91893,prior,45,0,8,7.0
2456313,132446,prior,11,4,23,30.0
338788,4053,prior,7,5,16,27.0
1478388,46994,prior,27,0,15,28.0
1859025,191535,prior,4,1,14,30.0
876895,68006,prior,6,4,7,9.0
1497823,171814,prior,4,2,15,6.0
2952385,160279,prior,9,2,10,20.0
2960235,147359,prior,41,1,16,7.0
3071608,94688,prior,10,4,14,30.0
3299695,173522,prior,59,3,9,6.0
2665921,26576,prior,13,4,15,1.0
1102270,188639,prior,14,0,17,22.0
1147702,104999,prior,35,1,12,4.0
2287396,65765,prior,35,1,9,6.0
1816691,164985,prior,8,2,5,30.0
901803,180621,prior,73,5,9,5.0
2238056,131311,prior,8,5,12,12.0
2579039,138241,prior,53,4,8,3.0
3343895,49499,prior,15,1,15,3.0
2206196,200940,prior,69,1,15,4.0
3278172,97649,prior,19,0,16,3.0
3330603,176578,prior,5,1,12,8.0
2805601,21333,prior,2,0,11,4.0
2956446,133088,prior,8,5,9,7.0
2209659,189904,test,4,2,18,6.0
2856752,91890,prior,1,3,18,
435200,119040,train,6,6,17,30.0
804069,162962,prior,26,1,10,28.0
2253067,195198,prior,5,5,14,30.0
1965123,28745,prior,9,6,15,4.0
360319,60059,train,18,1,15,11.0
1005308,77036,prior,2,3,20,12.0
3282841,202668,prior,30,6,11,19.0
3272421,62615,prior,15,1,16,7.0
3212894,134375,prior,2,2,18,30.0
3085984,118220,prior,11,0,14,3.0
1228353,10190,prior,2,4,17,7.0
2136462,170854,prior,10,2,17,16.0
48480,61197,prior,2,0,13,29.0
1253623,69578,prior,2,0,12,7.0
346353,163321,prior,5,1,20,0.0
2908679,110901,prior,10,5,16,5.0
1361365,149844,prior,4,3,12,11.0
1900813,191599,prior,2,4,14,4.0
917740,74212,prior,2,5,13,30.0
1644241,108200,prior,10,1,10,16.0
1478657,41555,prior,1,0,11,
3126495,121131,prior,10,4,13,5.0
412328,17954,prior,10,3,18,10.0
2453788,162816,prior,42,2,15,8.0
3296858,18016,prior,5,1,20,5.0
745555,14521,prior,2,0,21,6.0
498596,27774,prior,5,5,17,10.0
571961,115927,prior,13,3,10,16.0
1706489,52215,prior,18,4,11,9.0
2584585,44723,prior,36,5,11,1.0
149460,75651,prior,6,4,14,6.0
2505269,6340,prior,37,2,13,0.0
2578133,107438,prior,7,1,21,30.0
296718,69602,prior,22,2,11,14.0
2819185,108593,prior,20,0,9,9.0
1444722,10000,prior,2,6,7,6.0
116874,31012,prior,27,4,8,3.0
2139866,106106,prior,8,4,8,15.0
443371,132746,prior,21,0,10,2.0
1718492,51437,prior,61,1,13,11.0
2078365,9436,prior,49,4,10,16.0
2729084,204245,prior,4,3,13,0.0
194374,7267,prior,64,6,18,2.0
1714812,177201,prior,5,0,15,0.0
2494143,147271,prior,38,1,15,3.0
2649735,12473,prior,47,4,23,2.0
3145889,201476,prior,4,4,15,6.0
3274478,18957,prior,20,0,20,4.0
1338227,164081,prior,14,5,8,8.0
1338656,122376,prior,21,4,10,3.0
262479,94410,prior,18,4,12,26.0
942563,132195,prior,6,0,10,29.0
2257282,112872,prior,2,2,15,30.0
572658,102735,train,4,0,6,11.0
1749126,178175,prior,28,5,10,7.0
2095240,199042,prior,3,0,13,23.0
884086,134883,prior,46,4,9,1.0
3284231,187645,prior,2,0,17,15.0
2355589,104222,prior,4,1,10,5.0
434034,201179,prior,4,1,22,22.0
164913,165507,prior,1,2,10,
826162,19845,prior,9,0,13,20.0
2974641,177671,prior,1,1,14,
3142940,182098,prior,12,2,8,14.0
195672,126524,prior,15,6,14,2.0
2294445,84147,prior,12,0,8,15.0
506744,85719,prior,59,0,23,7.0
691191,18192,prior,30,5,19,6.0
1530205,172240,prior,4,5,15,18.0
1171284,42702,prior,10,6,13,7.0
2754010,105063,prior,92,1,19,3.0
2165067,105134,prior,23,4,19,5.0
2640132,51834,prior,13,5,16,2.0
509434,4075,train,9,3,6,9.0
117758,24144,prior,9,2,15,8.0
3045278,146714,prior,70,0,9,3.0
2763786,179084,prior,18,2,22,5.0
3380907,78625,train,4,1,16,8.0
2307644,47425,prior,20,6,8,4.0
714868,56600,prior,12,3,20,12.0
2861329,79479,prior,6,1,18,30.0
2579844,127929,prior,3,6,19,18.0
1434063,174208,prior,9,4,13,4.0
2813132,83036,prior,10,0,15,30.0
1248443,117778,prior,14,6,13,4.0
1133320,4621,prior,20,3,17,6.0
1085604,185781,prior,5,1,10,25.0
2221480,35977,prior,1,2,16,
1099441,178536,prior,2,5,15,30.0
117384,39304,prior,34,6,22,13.0
2351220,5077,prior,15,2,8,8.0
76443,76653,train,4,0,15,28.0
150794,82373,prior,13,1,12,18.0
66007,59161,prior,69,1,8,2.0
917876,123890,prior,45,1,16,10.0
2760819,103990,prior,22,3,15,5.0
3405555,152175,prior,1,1,12,
2308495,18298,prior,14,2,15,30.0
1207838,155017,prior,36,0,10,6.0
1555137,188515,prior,11,2,22,4.0
2885484,100330,prior,23,1,15,5.0
199504,188138,prior,24,4,14,6.0
1727085,19664,prior,5,0,11,15.0
1261762,171779,prior,8,3,20,2.0
2406385,1466,prior,8,1,15,30.0
2136204,170798,prior,34,0,10,12.0
3286992,34412,prior,34,5,9,15.0
13008,26999,prior,3,0,13,8.0
2850095,158379,prior,13,6,11,7.0
675954,59959,prior,46,0,15,8.0
1266716,92078,prior,6,2,13,30.0
758118,17836,train,4,3,10,24.0
361931,150487,prior,42,3,16,15.0
2653514,195108,prior,12,3,8,10.0
2283843,78338,prior,34,1,9,4.0
2397739,192204,prior,4,2,5,14.0
695861,39409,prior,50,2,19,4.0
2716550,29536,prior,5,1,15,3.0
3276198,111793,prior,7,1,14,5.0
756763,140395,prior,38,3,22,2.0
501834,45540,prior,21,3,20,4.0
198106,162674,prior,77,2,9,6.0
1659066,26500,prior,1,0,16,
2095479,24856,prior,1,5,15,
446640,153516,prior,30,3,17,1.0
3237528,77559,prior,2,0,20,19.0
1540047,69189,prior,10,6,10,8.0
1355005,197148,prior,20,6,13,6.0
2820779,48256,prior,12,6,13,14.0
2137071,126939,prior,6,0,14,6.0
430151,180388,prior,30,0,10,6.0
2412532,102724,prior,16,0,13,7.0
141493,153555,prior,6,1,12,5.0
3082569,284,prior,15,5,16,7.0
2117517,80480,prior,15,1,9,7.0
2959867,134693,prior,34,5,8,1.0
2786733,61595,prior,9,3,7,2.0
2882456,17110,prior,1,5,23,
716653,128444,prior,32,4,11,8.0
598812,57296,prior,6,3,18,14.0
680209,202065,prior,25,2,22,5.0
680763,70554,prior,15,4,17,6.0
1268700,179849,test,54,1,9,10.0
2907107,187244,prior,11,1,13,3.0
2436244,39524,prior,21,3,18,4.0
1154517,25876,prior,64,6,10,3.0
1774589,19045,train,11,1,10,2.0
3197570,76802,prior,8,3,17,12.0
1224099,87612,prior,1,6,14,
530764,122688,prior,1,6,10,
1172874,57949,prior,2,4,15,30.0
482207,46628,prior,6,0,17,21.0
1489228,123631,prior,12,0,13,24.0
1287908,141539,prior,6,4,17,3.0
1686105,112793,prior,47,4,10,1.0
2029393,195953,prior,27,1,12,3.0
2550200,46258,prior,3,1,12,4.0
2408621,1547,prior,31,0,7,27.0
2296370,101685,prior,6,4,14,6.0
173334,63336,train,13,3,16,6.0
2790586,49119,prior,13,6,16,8.0
3315996,36189,prior,11,1,15,20.0
1785392,182886,prior,26,6,9,9.0
1160424,55043,prior,20,1,13,30.0
2390104,151033,prior,2,1,12,0.0
2775301,130758,prior,18,3,16,21.0
2902535,79510,prior,29,5,17,6.0
2642028,153434,prior,13,0,14,4.0
3110118,181358,prior,20,6,18,19.0
3067962,118068,prior,34,2,14,1.0
3236082,15600,prior,24,3,8,9.0
2085982,7462,prior,2,0,17,6.0
1219555,147555,train,6,2,18,29.0
2625808,161569,prior,25,1,9,9.0
1189500,78149,prior,13,1,22,0.0
265110,180313,prior,34,4,13,9.0
1190142,25553,prior,10,6,11,15.0
3031830,121639,prior,32,4,11,18.0
68359,12853,prior,2,6,19,26.0
367679,12643,prior,16,6,13,8.0
396221,29321,prior,9,5,10,4.0
2229411,125840,train,7,1,7,8.0
2294469,38561,prior,1,0,13,
2011176,130802,prior,36,1,17,4.0
3239348,52121,prior,29,1,9,8.0
437349,65639,prior,20,2,16,6.0
3261850,144076,prior,35,6,13,8.0
2953412,131690,prior,1,4,11,
920481,123172,prior,2,1,15,2.0
936732,59989,prior,6,1,10,11.0
986580,88064,prior,8,2,17,4.0
2546799,103656,prior,4,0,14,7.0
2565436,145213,prior,9,0,16,5.0
3361234,110739,prior,26,5,7,6.0
563505,138772,prior,53,3,12,4.0
313297,98480,prior,5,1,18,8.0
2458193,177544,prior,1,0,10,
525838,131708,prior,34,6,12,1.0
2227011,117615,prior,1,4,11,
83982,183746,prior,2,3,15,5.0
1799192,65304,prior,6,5,11,7.0
2270474,81130,prior,3,6,16,2.0
2518485,46481,prior,10,3,17,30.0
1762281,127471,prior,5,0,15,8.0
2035798,173332,prior,5,4,20,7.0
463378,95025,prior,9,5,21,11.0
196208,120412,prior,24,0,11,7.0
2284337,43093,prior,14,5,10,3.0
1102579,6217,prior,15,1,9,7.0
417211,34284,prior,17,0,10,5.0
1860476,22606,prior,44,6,14,6.0
891807,68780,prior,17,4,12,6.0
2756805,39832,prior,74,1,13,7.0
2426210,67084,test,6,3,0,30.0
3212565,198240,prior,13,3,16,2.0
2439256,4895,prior,11,3,16,30.0
3041171,195885,prior,17,1,11,2.0
3303551,97812,prior,9,3,16,8.0
395719,146976,prior,5,3,11,30.0
609215,1238,prior,9,3,16,16.0
36025,147236,prior,6,3,12,14.0
2130066,39379,prior,33,5,9,11.0
49718,143399,prior,2,2,15,21.0
467272,194082,prior,1,6,11,
1123221,4223,prior,16,1,16,6.0
114309,166781,train,6,2,15,30.0
2785067,47387,prior,15,3,21,15.0
222399,62656,prior,17,2,9,16.0
2860621,71231,prior,22,5,17,30.0
1884922,85573,prior,11,3,17,18.0
3046687,140920,prior,60,2,15,2.0
2252000,71841,prior,29,3,14,2.0
2436850,4363,prior,34,0,19,4.0
847610,22274,prior,91,3,9,5.0
70703,69182,prior,54,1,9,4.0
3217856,71748,prior,16,3,17,1.0
1643538,5541,prior,11,2,15,5.0
2316976,15172,prior,15,6,14,8.0
1061553,194477,prior,4,5,15,12.0
1704978,203695,prior,5,6,6,13.0
1177971,46639,prior,1,3,9,
2936470,70526,train,5,1,17,6.0
1214922,49458,prior,8,3,16,30.0
3035345,153386,prior,5,1,16,6.0
1478147,202394,prior,60,6,8,4.0
1067885,94574,prior,4,3,13,8.0
1471738,20883,prior,5,2,10,30.0
1457580,190478,prior,1,4,12,
1903701,53644,prior,2,6,20,30.0
1309463,51400,prior,1,2,9,
2664124,165541,prior,3,6,14,2.0
1403307,180905,prior,11,4,14,18.0
1955108,114242,prior,15,4,18,4.0
3397345,116030,prior,28,4,12,6.0
3240664,159499,prior,21,5,15,7.0
1228953,179926,prior,2,4,8,3.0
91085,169291,prior,2,4,9,9.0
1726277,86957,prior,3,1,11,30.0
2337738,155477,prior,10,0,13,7.0
2366579,119503,prior,3,6,16,30.0
2323728,134545,prior,3,3,11,11.0
1870020,125317,prior,40,0,10,6.0
2940832,152297,prior,3,2,20,9.0
509960,203748,prior,21,2,11,2.0
2059802,163226,prior,5,5,20,10.0
2813758,171753,prior,12,3,17,9.0
2791151,138553,prior,1,5,22,
2866486,56191,prior,38,0,17,4.0
2714882,169866,prior,3,0,11,10.0
1454013,74798,prior,35,4,18,7.0
38385,65693,prior,13,4,14,28.0
1138864,15246,test,13,6,17,30.0
2576581,175099,prior,5,6,9,12.0
1090372,109738,prior,6,2,17,21.0
1913147,139726,prior,5,1,16,30.0
1329403,847,prior,22,1,16,7.0
1534555,41323,prior,24,4,12,10.0
2723198,104819,prior,13,4,12,11.0
499849,16511,prior,4,3,18,15.0
3169725,147376,prior,3,3,12,5.0
2227836,159174,prior,3,0,12,23.0
2880994,79523,prior,14,2,17,22.0
1547644,52376,prior,14,4,11,1.0
463540,99001,prior,7,0,8,14.0
1316992,114170,prior,7,4,23,6.0
2510572,81300,prior,6,0,21,14.0
1948780,113005,prior,2,5,9,30.0
1266575,196526,prior,10,5,3,17.0
1652807,179537,prior,4,6,20,2.0
440268,151884,prior,39,6,10,7.0
2723093,188285,prior,1,5,13,
990111,132325,prior,2,2,17,21.0
1670744,169001,prior,1,6,11,
967333,25935,prior,15,0,19,7.0
1953378,103919,train,7,5,12,30.0
3048517,163322,prior,5,0,18,13.0
2330892,78162,prior,38,3,8,3.0
2719316,45276,prior,32,3,10,5.0
1635798,118236,prior,6,0,12,22.0
165351,119976,prior,13,3,19,5.0
3335921,98946,prior,10,4,9,10.0
1985411,66631,prior,3,4,16,6.0
2381183,95948,prior,31,1,19,0.0
2441307,8518,prior,3,2,18,13.0
868373,96475,prior,14,0,12,9.0
1651452,154583,prior,41,6,13,8.0
2291693,60939,prior,23,2,11,9.0
926991,121948,train,19,3,10,9.0
2819085,192064,prior,7,6,16,30.0
2906083,183578,prior,7,6,13,7.0
1246420,125610,train,5,4,12,21.0
1500804,79454,prior,20,4,0,1.0
2967940,126594,prior,17,3,9,6.0
1687652,46696,prior,11,2,10,30.0
2773900,98241,prior,3,0,17,6.0
786918,178111,prior,9,3,20,15.0
532711,183451,prior,13,6,13,12.0
102028,180486,prior,15,5,13,7.0
733221,51333,prior,61,4,13,2.0
1787335,185736,prior,31,1,17,7.0
2244056,178642,prior,16,0,12,11.0
196100,173083,prior,8,5,16,29.0
3197406,31096,prior,8,1,12,6.0
476196,5254,prior,2,2,19,30.0
1783083,151058,prior,2,2,13,12.0
3041061,189072,prior,60,5,8,4.0
3385744,105091,prior,18,4,14,2.0
3075417,182607,prior,25,1,14,5.0
264042,134520,prior,16,1,15,10.0
1389350,30376,prior,11,5,22,22.0
1060367,11085,prior,31,4,14,7.0
2292943,96005,prior,15,6,18,5.0
1086774,46354,prior,5,6,23,20.0
1572673,102987,prior,7,2,18,15.0
1045108,29895,prior,1,2,19,
356069,199244,prior,18,0,11,23.0
214118,202758,prior,2,5,13,9.0
209056,162484,prior,33,4,18,11.0
494518,58697,prior,24,2,7,9.0
1069069,186173,prior,14,0,10,28.0
2945902,201847,prior,5,0,7,15.0
233078,72156,prior,14,1,15,3.0
702050,117380,prior,18,2,13,13.0
1662485,203610,prior,18,1,11,0.0
2186154,48311,prior,13,1,8,18.0
1916266,138065,prior,5,2,11,14.0
1412261,130169,prior,12,1,8,9.0
1260794,158993,prior,6,5,11,8.0
2768453,81924,prior,16,2,18,5.0
2359246,166348,prior,3,2,15,14.0
1826359,40534,prior,8,0,11,1.0
259284,6463,train,25,0,11,14.0
2688936,198458,prior,9,1,14,13.0
2545409,137730,prior,27,6,8,6.0
2735126,90319,prior,5,6,13,12.0
3015576,31309,prior,10,4,22,6.0
1395989,203212,prior,10,5,12,3.0
3267157,166917,prior,3,5,6,7.0
2943010,78203,prior,6,4,15,7.0
1444710,86827,prior,3,3,16,7.0
869925,57472,prior,3,6,16,10.0
3187047,174127,prior,5,6,9,12.0
616372,22089,prior,10,2,10,21.0
1969427,83120,prior,2,6,15,5.0
2928509,2576,prior,1,4,15,
416790,115858,prior,15,6,20,30.0
2607055,62199,train,11,3,11,7.0
384530,108541,train,11,1,14,6.0
1974193,46058,prior,2,1,15,30.0
3187282,76721,prior,21,1,15,9.0
495206,43683,prior,34,1,9,7.0
752253,79488,prior,5,0,9,3.0
1286164,193215,prior,22,6,13,4.0
2058211,181816,prior,9,1,17,1.0
933966,125129,prior,5,1,9,7.0
2039601,193823,prior,79,2,14,5.0
1524084,93544,prior,17,3,14,26.0
2349014,41137,prior,2,0,21,30.0
1109806,5912,prior,4,5,11,2.0
723665,187598,prior,7,5,16,14.0
1828856,80596,prior,4,6,0,5.0
2379941,150466,prior,37,6,16,8.0
2800168,193822,prior,7,3,16,7.0
1183289,136885,test,22,1,11,29.0
3033815,24077,prior,10,1,10,14.0
581171,37265,test,7,4,14,9.0
3404644,105072,prior,37,5,23,5.0
1867422,146619,train,9,5,10,29.0
1162618,96497,prior,44,2,9,3.0
368123,124480,prior,1,5,14,
119576,58451,prior,5,5,10,7.0
104225,198547,prior,9,1,9,13.0
1586587,10046,prior,82,5,19,2.0
2021765,39317,prior,1,2,15,
3000449,145309,prior,3,0,14,6.0
987550,171671,prior,7,0,19,5.0
657900,117388,prior,12,5,12,6.0
518627,145119,prior,6,0,14,22.0
665707,89000,prior,20,0,8,9.0
191815,44834,prior,55,3,15,0.0
2970304,5745,prior,35,0,11,30.0
1758152,139120,prior,3,3,19,6.0
1556714,39917,prior,13,0,8,6.0
2795831,117776,prior,5,0,14,18.0
1388438,118928,prior,2,0,15,2.0
2828586,227,prior,24,6,6,6.0
2920873,80451,prior,4,4,15,30.0
2823147,151580,prior,7,3,15,5.0
1419274,166847,prior,8,4,9,10.0
783439,75464,prior,10,0,14,30.0
3364732,65708,prior,22,1,11,2.0
1659120,114908,prior,3,1,16,7.0
3353350,163971,prior,11,0,11,14.0
722936,122403,prior,2,6,10,21.0
804438,115251,prior,12,6,17,5.0
1727432,14367,prior,48,2,11,7.0
3246963,117256,prior,13,1,12,10.0
454536,1956,prior,7,6,17,30.0
2808300,63899,prior,14,1,12,9.0
127198,178293,prior,16,0,19,8.0
460946,135247,prior,19,1,13,3.0
1429167,175036,prior,31,0,14,14.0
2934531,59726,prior,6,5,16,7.0
2816373,99809,prior,14,4,15,7.0
436126,189177,train,4,5,8,30.0
1554650,7597,prior,27,2,16,7.0
426820,94768,prior,30,1,12,6.0
1391739,19761,prior,5,3,14,8.0
1538117,107951,prior,57,0,15,6.0
2106828,190353,prior,3,0,9,7.0
760471,80438,prior,4,5,15,17.0
1407350,128401,prior,7,3,15,30.0
252505,196159,prior,7,0,11,14.0
2282581,39676,prior,16,3,12,5.0
821786,201882,prior,28,5,13,5.0
2433512,175344,prior,8,1,5,10.0
3077071,135941,prior,15,0,12,10.0
308708,147732,prior,17,6,9,1.0
1468264,195811,prior,27,0,11,8.0
3203974,139794,prior,9,0,13,4.0
1636812,61197,prior,5,0,12,7.0
3096765,15124,prior,90,0,9,3.0
2076857,51469,prior,12,2,11,8.0
2683140,78126,prior,23,5,13,18.0
3267482,51872,prior,24,1,10,7.0
1936852,59296,prior,23,6,8,2.0
1307616,65807,prior,63,3,22,1.0
1111704,105094,prior,22,0,14,7.0
1238015,122786,train,26,6,12,10.0
522537,125833,prior,5,2,13,6.0
1755685,67916,prior,19,2,15,17.0
2679079,153750,prior,41,2,11,10.0
3062193,180256,prior,1,2,22,
1612294,183918,prior,18,4,20,12.0
2163126,54674,prior,6,0,13,30.0
2990707,107333,prior,14,0,12,7.0
1804219,123217,prior,3,6,14,8.0
1207458,56907,prior,42,2,13,6.0
908496,124782,prior,23,5,8,5.0
292287,66485,prior,8,1,19,20.0
3061835,109137,prior,4,2,10,1.0
1361470,205916,prior,2,1,16,22.0
2259847,81311,prior,7,0,14,30.0
3280958,146416,prior,2,1,21,8.0
3404774,80966,prior,11,1,12,7.0
3299188,17115,prior,29,4,11,4.0
3289113,81119,prior,24,1,19,8.0
1166260,58547,prior,8,2,12,10.0
103562,137398,prior,9,2,11,16.0
2256802,85969,prior,15,0,8,9.0
2445018,197006,prior,45,1,10,7.0
1085767,155481,prior,5,5,10,30.0
2655148,109619,prior,12,4,21,3.0
579236,8164,prior,1,0,9,
2208747,170271,prior,13,3,11,8.0
737312,148593,prior,7,3,13,13.0
2947569,122377,prior,15,3,15,4.0
1075411,96497,prior,29,0,12,8.0
2675378,43278,prior,9,4,9,4.0
791241,7896,prior,29,1,20,4.0
2695585,105761,prior,2,2,15,5.0
1449118,64570,prior,8,1,9,25.0
1054548,91885,prior,2,5,10,21.0
1648401,197096,prior,3,3,19,8.0
1879921,18913,prior,4,1,20,30.0
919712,157314,prior,5,2,18,7.0
2955715,89431,prior,25,3,22,2.0
238621,66070,prior,8,1,16,13.0
1968047,34508,prior,12,2,16,11.0
2989037,7503,prior,5,1,16,23.0
1049808,47868,prior,3,2,9,8.0
349043,39200,prior,43,1,22,4.0
489531,25149,prior,7,2,14,3.0
1258518,117931,prior,12,1,16,8.0
562466,58536,prior,9,4,10,3.0
1357444,112628,prior,1,2,14,
828129,22565,prior,6,4,17,10.0
2819990,62002,prior,8,2,17,9.0
2159664,177996,prior,29,2,13,2.0
42238,137094,prior,10,6,10,21.0
887099,156098,prior,15,5,16,17.0
712110,145588,prior,51,6,14,6.0
521861,37107,prior,1,2,15,
1051681,54268,prior,10,2,13,17.0
3160696,178917,prior,9,5,8,14.0
1937142,46198,prior,14,0,20,7.0
1840774,177229,prior,27,1,12,7.0
1532304,65868,prior,3,4,13,3.0
1207687,62929,prior,6,3,14,9.0
2711584,66822,prior,8,4,17,5.0
3084633,120340,prior,9,2,19,3.0
1051200,100835,prior,16,5,5,13.0
1601670,166512,prior,50,0,11,2.0
2925845,27797,prior,4,1,8,18.0
2174513,109800,prior,7,4,23,3.0
3373606,179769,prior,12,0,14,4.0
192137,185235,prior,26,2,14,3.0
504278,76953,prior,4,6,15,28.0
3405385,8004,prior,1,1,11,
170286,65302,prior,17,0,19,7.0
2005473,80710,prior,28,2,15,4.0
1622006,89422,prior,27,1,18,0.0
755618,122899,prior,20,1,14,10.0
1955525,187210,prior,21,1,8,8.0
1779097,53447,prior,3,4,15,4.0
952338,186836,prior,19,4,8,7.0
2559910,161432,prior,14,1,11,9.0
878360,40591,prior,9,4,11,7.0
294260,132988,prior,9,1,14,21.0
2392481,72309,prior,31,2,7,2.0
2783795,66117,prior,3,0,11,1.0
2901462,74141,prior,2,3,15,30.0
3272019,174818,prior,5,1,9,30.0
1846693,30698,prior,7,1,12,9.0
2012382,32688,prior,48,4,12,10.0
751704,176426,train,4,6,13,30.0
1298608,194045,prior,14,0,13,14.0
2362476,529,prior,3,3,8,4.0
799209,13016,prior,15,3,15,4.0
318770,62451,train,22,5,11,5.0
143400,87882,prior,3,1,18,30.0
3040238,40796,prior,3,2,6,10.0
1027673,134201,prior,2,1,22,30.0
2817304,37358,prior,14,3,9,8.0
86424,93581,prior,77,5,8,3.0
